PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,ACPTBL_POC_SW,CMPLNC_STUS_CD,SSA_CNTY_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,CHOW_PRIOR_DT,INTRMDRY_CARR_PRIOR_CD,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,AFFILIATED_PROVIDER_NUMBER_1,AFFILIATED_PROVIDER_NUMBER_2,AFFILIATED_PROVIDER_NUMBER_3,AFFILIATED_PROVIDER_NUMBER_4,AFFILIATED_PROVIDER_NUMBER_5,AFFILIATED_PROVIDER_NUMBER_6,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English,Unnamed: 0,lons,lats,names,grade,addresses,ZIP2
1,22,PANORAMA CITY,N,NULL,200,NULL,19921217,N,SO CA PERMANENTE MED GRP VENTURA LAB,NULL,NULL,19921217,NULL,NULL,05D0685600,9,Y,CA,5,LAB,13652 CANTARA ST,1,19950508,NULL,2,91402,6,37,U,31084,05D0677860,05D0677861,05D0677859,05D0060082,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,-118.4300562,34.2187902,KAISER PERMANENTE PANORAMA CITY MEDICAL CENTER,a,"13652 CANTARA STREET
                PANORAMA CITY, CA 91402-5497",914025497
1,22,SAN RAFAEL,N,NULL,310,NULL,19930108,N,KAISER FOUNDATION HOSPITAL SAN RAFAEL LABORATORY,NULL,NULL,19930108,NULL,NULL,05D0685654,9,Y,CA,5,M2,99 MONTECILLO ROAD,0,20191130,NULL,2,94903,6,41,U,42034,05D0683622,05D0683623,05D0683698,05D0685655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245,-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308
1,22,MISSION HILLS,N,A,200,NULL,20180202,Y,PROVIDENCE HOLY CROSS MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0685729,9,N,CA,5,M1,15031 RINALDI STREET,0,20200701,5,1,91345,6,37,U,31084,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,-118.460335,34.280154,PROVIDENCE HOLY CROSS MEDICAL CENTER,c,"15031 RINALDI STREET
                MISSION HILLS, CA 91345-1285",913451285
1,22,SAN RAFAEL,N,NULL,310,NULL,19930113,N,KAISER FOUNDATION HSPITAL- SAN RAFAEL,NULL,NULL,19930113,NULL,NULL,05D0688085,9,Y,CA,5,M2,99 MONTECILLO ROAD,0,20200831,NULL,4,94903,6,41,U,42034,05D0683622,05D0685654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245,-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308
1,22,SAN RAFAEL,N,NULL,310,05D0685654,19930113,N,KAISER PERMANENTE MEDICAL CENTER MOB,NULL,NULL,19930113,NULL,NULL,05D0688086,9,Y,CA,5,LAB,99 MONTECILLO ROAD,1,19960509,NULL,2,94903,6,41,U,42034,05D0688085,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245,-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308
1,22,NAPA,Y,A,380,NULL,19941005,Y,"NAPA PATHOLOGY MEDICAL ASSOCIATES, INC",NULL,NULL,19920901,NULL,NULL,05D0699829,9,N,CA,5,M2,1000 TRANCAS STREET,12,20070101,1,4,94558,6,55,U,34900,NULL,NULL,NULL,NULL,NULL,NULL,NAPA COUNTY,139286,129233,92.8,104940,75.3,44571,32,10053,7.2,50,55,NULL,NAPA COUNTY,139286,41.4,47848,68.8,31.2,2.87,3.48,3833,14.6,7410,6.7,5.1,48325,34.3,73702,52.3,3045,2.2,380,0.3,11209,8,365,0.3,145,0.1,3802,2.7,78.8,21.2,51.2,133938,35.7,14.1,200,-122.2966229,38.3251588,QUEEN OF THE VALLEY MEDICAL CENTER,a,"1000 TRANCAS STREET
                NAPA, CA 94558-2906",945582906
1,22,NAPA,Y,A,380,NULL,19941005,Y,"NAPA PATHOLOGY MEDICAL ASSOCIATES, INC",NULL,NULL,19920901,NULL,NULL,05D0699829,9,N,CA,5,M2,1000 TRANCAS STREET,12,20070101,1,4,94558,6,55,U,34900,NULL,NULL,NULL,NULL,NULL,NULL,NAPA CITY,79349,72124,90.9,58762,74.1,22675,28.6,7225,9.1,160,55,50258,NAPA COUNTY,139286,41.4,47848,68.8,31.2,2.87,3.48,3833,14.6,7410,6.7,5.1,48325,34.3,73702,52.3,3045,2.2,380,0.3,11209,8,365,0.3,145,0.1,3802,2.7,78.8,21.2,51.2,133938,35.7,14.1,200,-122.2966229,38.3251588,QUEEN OF THE VALLEY MEDICAL CENTER,a,"1000 TRANCAS STREET
                NAPA, CA 94558-2906",945582906
1,22,NAPA,Y,A,380,NULL,19941005,Y,"NAPA PATHOLOGY MEDICAL ASSOCIATES, INC",NULL,NULL,19920901,NULL,NULL,05D0699829,9,N,CA,5,M2,1000 TRANCAS STREET,12,20070101,1,4,94558,6,55,U,34900,NULL,NULL,NULL,NULL,NULL,NULL,NAPA COUNTY,139286,129233,92.8,104940,75.3,44571,32,10053,7.2,50,55,NULL,NAPA CITY,79349,38.5,28790,65.2,34.8,2.74,3.44,N,N,3615,5.9,2.7,31070,38.9,43848,55,281,0.4,178,0.2,2116,2.7,89,0.1,145,0.2,2055,2.6,80.4,19.6,47.4,75289,35.4,13.5,200,-122.2966229,38.3251588,QUEEN OF THE VALLEY MEDICAL CENTER,a,"1000 TRANCAS STREET
                NAPA, CA 94558-2906",945582906
1,22,NAPA,Y,A,380,NULL,19941005,Y,"NAPA PATHOLOGY MEDICAL ASSOCIATES, INC",NULL,NULL,19920901,NULL,NULL,05D0699829,9,N,CA,5,M2,1000 TRANCAS STREET,12,20070101,1,4,94558,6,55,U,34900,NULL,NULL,NULL,NULL,NULL,NULL,NAPA CITY,79349,72124,90.9,58762,74.1,22675,28.6,7225,9.1,160,55,50258,NAPA CITY,79349,38.5,28790,65.2,34.8,2.74,3.44,N,N,3615,5.9,2.7,31070,38.9,43848,55,281,0.4,178,0.2,2116,2.7,89,0.1,145,0.2,2055,2.6,80.4,19.6,47.4,75289,35.4,13.5,200,-122.2966229,38.3251588,QUEEN OF THE VALLEY MEDICAL CENTER,a,"1000 TRANCAS STREET
                NAPA, CA 94558-2906",945582906
1,22,RIVERSIDE,N,NULL,430,NULL,19930607,N,KAISER FOUNDATION HOSPITAL RIVERSIDE LABORATORY,NULL,NULL,19930607,NULL,NULL,05D0702579,9,Y,CA,5,M1,10800 MAGNOLIA AVE,0,20190102,NULL,4,92505,6,65,U,40140,05D0702618,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,30,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,a,"10800 MAGNOLIA AVENUE
                RIVERSIDE, CA 92505-3000",925053000
1,22,RIVERSIDE,N,NULL,430,NULL,19930607,N,KAISER FOUNDATION HOSPITAL RIVERSIDE LABORATORY,NULL,NULL,19930607,NULL,NULL,05D0702579,9,Y,CA,5,M1,10800 MAGNOLIA AVE,0,20190102,NULL,4,92505,6,65,U,40140,05D0702618,NULL,NULL,NULL,NULL,NULL,RIVERSIDE CITY,325167,297047,91.4,187191,57.6,129149,39.7,28120,8.6,160,65,62000,RIVERSIDE COUNTY,2400720,35.6,718733,72.4,27.6,3.32,3.95,89658,18.1,122152,6.8,5.3,1188993,49.1,851484,35.1,147495,6.1,11358,0.5,155732,6.4,4664,0.2,8014,0.3,55526,2.3,78.8,21.2,49.8,2264417,40.7,15.4,30,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,a,"10800 MAGNOLIA AVENUE
                RIVERSIDE, CA 92505-3000",925053000
1,22,RIVERSIDE,N,NULL,430,NULL,19930607,N,KAISER FOUNDATION HOSPITAL RIVERSIDE LABORATORY,NULL,NULL,19930607,NULL,NULL,05D0702579,9,Y,CA,5,M1,10800 MAGNOLIA AVE,0,20190102,NULL,4,92505,6,65,U,40140,05D0702618,NULL,NULL,NULL,NULL,NULL,RIVERSIDE COUNTY,2400720,2208502,92,1395539,58.1,1017612,42.4,192218,8,50,65,NULL,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,30,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,a,"10800 MAGNOLIA AVENUE
                RIVERSIDE, CA 92505-3000",925053000
1,22,RIVERSIDE,N,NULL,430,NULL,19930607,N,KAISER FOUNDATION HOSPITAL RIVERSIDE LABORATORY,NULL,NULL,19930607,NULL,NULL,05D0702579,9,Y,CA,5,M1,10800 MAGNOLIA AVE,0,20190102,NULL,4,92505,6,65,U,40140,05D0702618,NULL,NULL,NULL,NULL,NULL,RIVERSIDE CITY,325167,297047,91.4,187191,57.6,129149,39.7,28120,8.6,160,65,62000,RIVERSIDE CITY,325167,30.9,86905,74.6,25.4,3.6,4.1,10619,18.9,14108,5.7,8,179418,54.7,92379,28.2,20192,6.2,221,0.1,26714,8.2,272,0.1,2235,0.7,6291,1.9,76.8,23.2,43.8,306903,45,14.8,30,-117.4691755,33.9047622,KAISER PERMANENTE RIVERSIDE MEDICAL CENTER,a,"10800 MAGNOLIA AVENUE
                RIVERSIDE, CA 92505-3000",925053000
1,22,FONTANA,N,NULL,460,05D0683315,19930222,N,KAISER PERMANENTE DEPT OF UROLOGY,NULL,NULL,19930222,NULL,NULL,05D0702861,9,Y,CA,5,LAB,9961 SIERRA AVENUE,13,19960831,NULL,3,92335,6,71,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,FONTANA CITY,211368,190613,90.2,119385,56.5,78947,37.4,20755,9.8,160,71,24680,FONTANA CITY,211368,29.3,52767,87.3,12.7,4,4.25,8913,20.4,4298,2.9,6.2,144376,68.2,31497,14.9,19507,9.2,335,0.2,9581,4.5,155,0.1,1061,0.5,5308,2.5,77.8,22.2,46.3,196622,54.1,16.1,24,-117.431968,34.072245,KAISER PERMANENTE FONTANA MEDICAL CENTER,a,"9961 SIERRA AVENUE
                FONTANA, CA 92335-6720",923356720
1,22,SAN DIEGO,N,NULL,470,NULL,19930129,N,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930129,NULL,NULL,05D0700680,9,Y,CA,5,M1,7901 FROST ST,0,20200831,NULL,2,92123,6,73,U,41740,05D0700681,05D0947462,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,B,470,NULL,20100618,Y,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930208,NULL,NULL,05D0700681,9,N,CA,5,M1,7901 FROST ST,0,20190227,5,2,92123,6,73,U,41740,05D0947462,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,NULL,470,NULL,19930129,N,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930129,NULL,NULL,05D0700680,9,Y,CA,5,M1,7901 FROST ST,0,20200831,NULL,2,92123,6,73,U,41740,05D0700681,05D0947462,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,B,470,NULL,20100618,Y,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930208,NULL,NULL,05D0700681,9,N,CA,5,M1,7901 FROST ST,0,20190227,5,2,92123,6,73,U,41740,05D0947462,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,NULL,470,NULL,19930129,N,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930129,NULL,NULL,05D0700680,9,Y,CA,5,M1,7901 FROST ST,0,20200831,NULL,2,92123,6,73,U,41740,05D0700681,05D0947462,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,B,470,NULL,20100618,Y,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930208,NULL,NULL,05D0700681,9,N,CA,5,M1,7901 FROST ST,0,20190227,5,2,92123,6,73,U,41740,05D0947462,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,NULL,470,NULL,19930129,N,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930129,NULL,NULL,05D0700680,9,Y,CA,5,M1,7901 FROST ST,0,20200831,NULL,2,92123,6,73,U,41740,05D0700681,05D0947462,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,B,470,NULL,20100618,Y,SHARP MEMORIAL HOSPITAL,NULL,NULL,19930208,NULL,NULL,05D0700681,9,N,CA,5,M1,7901 FROST ST,0,20190227,5,2,92123,6,73,U,41740,05D0947462,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN FRANCISCO,N,A,480,NULL,20040106,Y,ST MARY'S HOSPITAL & MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0695520,9,N,CA,5,M2,450 STANYAN,0,20200119,5,2,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO COUNTY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,50,75,NULL,SAN FRANCISCO COUNTY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,A,480,NULL,20040106,Y,ST MARY'S HOSPITAL & MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0695520,9,N,CA,5,M2,450 STANYAN,0,20200119,5,2,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO CITY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,160,75,67000,SAN FRANCISCO COUNTY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,A,480,NULL,20040106,Y,ST MARY'S HOSPITAL & MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0695520,9,N,CA,5,M2,450 STANYAN,0,20200119,5,2,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO COUNTY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,50,75,NULL,SAN FRANCISCO CITY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,A,480,NULL,20040106,Y,ST MARY'S HOSPITAL & MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0695520,9,N,CA,5,M2,450 STANYAN,0,20200119,5,2,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO CITY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,160,75,67000,SAN FRANCISCO CITY,880097,38.3,360323,47.6,52.4,2.4,3.17,N,N,21452,2.8,3.8,134705,15.2,355706,40.2,44460,5,1617,0.2,303501,34.3,3158,0.4,5267,0.6,35949,4.1,64.4,35.6,63.3,844517,44.3,19.5,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,A,480,NULL,20040106,Y,ST MARY'S HOSPITAL & MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0695520,9,N,CA,5,M2,450 STANYAN,0,20200119,5,2,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO COUNTY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,50,75,NULL,SOUTH SAN FRANCISCO CITY,67378,40.7,20939,75.3,24.7,3.18,3.67,N,N,2312,4.3,0,21045,31.2,11492,17,1436,2.1,23,0,30274,44.9,693,1,0,0,2467,3.7,58.5,41.5,73.4,63484,59.5,22.9,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,SAN FRANCISCO,N,A,480,NULL,20040106,Y,ST MARY'S HOSPITAL & MEDICAL CENTER,NULL,NULL,19920901,NULL,NULL,05D0695520,9,N,CA,5,M2,450 STANYAN,0,20200119,5,2,94117,6,75,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO CITY,880097,848617,96.4,662633,75.3,262229,29.8,31480,3.6,160,75,67000,SOUTH SAN FRANCISCO CITY,67378,40.7,20939,75.3,24.7,3.18,3.67,N,N,2312,4.3,0,21045,31.2,11492,17,1436,2.1,23,0,30274,44.9,693,1,0,0,2467,3.7,58.5,41.5,73.4,63484,59.5,22.9,248,-122.4536477,37.7740462,ST. MARY'S MEDICAL CENTER,a,"450 STANYAN STREET
                SAN FRANCISCO, CA 94117-1079",941171079
1,22,HAYWARD,N,A,0,NULL,20101202,Y,ST ROSE HOSPITAL PULMONARY LAB,542,NULL,19920901,NULL,NULL,05D0711665,9,N,CA,5,M2,27200 CALAROGA AVE,8,20151130,5,2,94545,6,1,U,36084,NULL,NULL,NULL,NULL,NULL,NULL,HAYWARD CITY,159560,151009,94.6,103141,64.6,57870,36.3,8551,5.4,160,1,33000,HAYWARD CITY,159560,34.9,46860,73.9,26.1,3.35,3.85,7637,19.3,4430,3.6,1.9,65718,40.9,25960,16.2,13893,8.7,350,0.2,42519,26.5,2740,1.7,267,0.2,9038,5.6,61.8,38.2,55.6,150864,59.2,20.9,211,-122.087952,37.6337041,ST. ROSE HOSPITAL,c,"27200 CALAROGA AVENUE
                HAYWARD, CA 94545-4383",945454383
1,22,OAKLAND,N,NULL,0,NULL,19930301,N,SUMMIT MED CENTER BEDSIDE TESTING LAB,NULL,NULL,19930301,NULL,NULL,05D0707874,9,Y,CA,5,LAB,350 HAWTHORNE AVE,8,20160831,NULL,2,94609,6,1,U,36084,05D0602367,05D0643847,NULL,NULL,NULL,NULL,OAKLAND CITY,423307,382550,90.4,256237,60.5,160262,37.9,40757,9.6,160,1,53000,OAKLAND CITY,423307,36.7,158851,55,45,2.63,3.4,9394,18.1,12670,3.7,5.6,120770,28.4,114971,27,97457,22.9,1315,0.3,65682,15.4,2563,0.6,1826,0.4,20620,4.8,71.9,28.1,42.7,398551,41.1,21.7,223,-122.262747,37.822057,ALTA BATES SUMMIT MEDICAL CENTER SUMMIT CAMPUS,c,"350 HAWTHORNE AVENUE
                OAKLAND, CA 94609",94609
